User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
ReynoldHawthor2,JaredWyand,0.0,0.0,1.0,0.0,RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar#ElectionD
silverfemale1,YerberiaCultura,0.862,0.0,0.455,0.545,"RT @YerberiaCultura: Election viewing party, tomorrow! Free BBQ / more :) https://t.co/44moFZlwuz"
silverfemale1,twitter,0.862,0.0,0.455,0.545,"RT @YerberiaCultura: Election viewing party, tomorrow! Free BBQ / more :) https://t.co/44moFZlwuz"
LaneThomaHewitt,TPM,-0.6486,0.338,0.531,0.13,"RT @TPM: LA Times: 1 dead, 3 injured in active shooting in Azusa, California https://t.co/ngSembdKgz https://t.co/otlaiyvDeV"
LaneThomaHewitt,talkingpointsmemo,-0.6486,0.338,0.531,0.13,"RT @TPM: LA Times: 1 dead, 3 injured in active shooting in Azusa, California https://t.co/ngSembdKgz https://t.co/otlaiyvDeV"
teddybear10449,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
ellieisntonline,memeprovider,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
ellieisntonline,twitter,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
raychlp,igorvolsky,0.128,0.154,0.677,0.169,RT @igorvolsky: Wild that we're here on Election Eve unsure if one of the candidates will accept defeat and concede for the good of our dem
ThinkBigGoLocal,instagram,0.0,0.0,1.0,0.0,Voted  Glass of Wine  Waiting on election results  as a #woman #businessowner or #entre https://t.co/yfDnqoeiOZ https://t.co/amlacEfH6B
greenspank,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
greenspank,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
XRoads003,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
XRoads003,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
luletobe,Bohoover,-0.4019,0.144,0.856,0.0,"RT @Bohoover: Utah: Voting Machine Problems Could Force 52,000 to Use Paper Ballots - Breitbart https://t.co/udDJIgjh0l via @BreitbartNews"
luletobe,breitbart,-0.4019,0.144,0.856,0.0,"RT @Bohoover: Utah: Voting Machine Problems Could Force 52,000 to Use Paper Ballots - Breitbart https://t.co/udDJIgjh0l via @BreitbartNews"
solavoxdeus,WDFx2EU8,-0.7284,0.242,0.758,0.0,RT @WDFx2EU8: ELECTION FRAUD: Utah Election In Shambles! Democrats In Vote-By-Mail State Received Multiple Mail-In Ballots! https://t.co/7h
solavoxdeus,t,-0.7284,0.242,0.758,0.0,RT @WDFx2EU8: ELECTION FRAUD: Utah Election In Shambles! Democrats In Vote-By-Mail State Received Multiple Mail-In Ballots! https://t.co/7h
Mambear04,BYP_100,0.0,0.0,1.0,0.0,RT @BYP_100: Don't stand for the pettiness at the polls! Call the election protection hotline! https://t.co/AG5xcRUDgB
Mambear04,twitter,0.0,0.0,1.0,0.0,RT @BYP_100: Don't stand for the pettiness at the polls! Call the election protection hotline! https://t.co/AG5xcRUDgB
australian,antfarmer,0.4927,0.0,0.849,0.151,RT @antfarmer: Paul Kelly is very good here on Trump as a vandal and the decline of America ($) https://t.co/ydGRKhuvHc
australian,theaustralian,0.4927,0.0,0.849,0.151,RT @antfarmer: Paul Kelly is very good here on Trump as a vandal and the decline of America ($) https://t.co/ydGRKhuvHc
Hickory_dickery,The_Servant10,-0.3612,0.091,0.909,0.0,RT @The_Servant10: they say the election rigged if trump loses.. same thing my people say when we get pulled over or when we gotta dig anot
moderndanceman,TeamTrump,-0.0772,0.105,0.802,0.093,"RT @TeamTrump: If there's one thing you must share before Election Day, it's this. @realDonaldTrump's closing argument to the American vote"
WesternXTheShow,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
WesternXTheShow,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
marnierussell04,MetalOllie,-0.7845,0.283,0.717,0.0,"RT @MetalOllie: No. This is what is commonly known as an ""election"". One of those things you keep losing, you haunted, frog-faced pissbag."
BeverleeHughes3,benchmarkpol,0.6239,0.0,0.83,0.17,"RT @benchmarkpol: Final prediction: Clinton 87% likely to win, 322 EV to 216. Follow our election coverage tomorrow on twitter! https://t.c"
BeverleeHughes3,,0.6239,0.0,0.83,0.17,"RT @benchmarkpol: Final prediction: Clinton 87% likely to win, 322 EV to 216. Follow our election coverage tomorrow on twitter! https://t.c"
dee_mainey,NateSilver538,0.5093,0.0,0.852,0.148,"RT @NateSilver538: Our final forecast of the year just published! Clinton is a 71% favorite in polls-only, 72% in polls-plus. https://t.co/"
dee_mainey,t,0.5093,0.0,0.852,0.148,"RT @NateSilver538: Our final forecast of the year just published! Clinton is a 71% favorite in polls-only, 72% in polls-plus. https://t.co/"
TamaraTattles,CNN,0.0,0.0,1.0,0.0,"@CNN  based in ATLANTA, is suddenly figuring out that we are a very dark shade of pink on this election. I don't think they expected it."
leannelovsin,voguemagazine,0.0,0.0,1.0,0.0,"RT @voguemagazine: ""She doesnt realize it yet, but Election Day is a moment in history for both of us."" https://t.co/aP0pq0q274"
leannelovsin,vogue,0.0,0.0,1.0,0.0,"RT @voguemagazine: ""She doesnt realize it yet, but Election Day is a moment in history for both of us."" https://t.co/aP0pq0q274"
KeswickPinhead,SenFallon2016,0.2481,0.089,0.786,0.125,"RT @SenFallon2016: This election is rigged! I intended to vote for #Trump today, when Jesus smacked me upside the head &amp; made my hand vote"
WeirdWestRadio,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
WeirdWestRadio,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
cmhubbard3446,IngramSmith,0.0,0.0,1.0,0.0,"@IngramSmith @Nolecast ... turns off election coverage and immediately goes to Soundcloud, because priorities."
cskrib94,chrisbharrison,0.0,0.0,1.0,0.0,RT @chrisbharrison: Tonight..in the most dramatic election ever..2 candidates..only one will make it to the White House (read in Harrison v
Chrisrlamar,DTorday,-0.4497,0.235,0.624,0.141,"@DTorday @JamesOKeefeIII @daveweigel but you're cheating the election for Hillary, so how is that fair?"
RainManDigital,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
RainManDigital,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
ScreenplaySnob,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
ScreenplaySnob,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
RM001_Director,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
RM001_Director,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
charprat44,ABC,0.0,0.0,1.0,0.0,RT @ABC: Cake bust of Donald Trump wheeled into Trump Tower. The cake's baker said it took 50 hours to make. https://t.co/uLT42fdPGw #Elect
charprat44,abcnews,0.0,0.0,1.0,0.0,RT @ABC: Cake bust of Donald Trump wheeled into Trump Tower. The cake's baker said it took 50 hours to make. https://t.co/uLT42fdPGw #Elect
Hernandez_Hates,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
Hernandez_Hates,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
kaylabeight,dana_tonkinson,-0.3818,0.115,0.885,0.0,RT @dana_tonkinson: I don't understand why people are getting upset that people who can't vote are actually getting involved in the electio
FromBactaTank,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
FromBactaTank,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
JakeLapin_syr,NewhouseSports,0.1531,0.0,0.904,0.096,Solid crowd tonight as National Anthem underway on election night here at the Dome @NewhouseSports https://t.co/V1aEpxYm5F
JakeLapin_syr,twitter,0.1531,0.0,0.904,0.096,Solid crowd tonight as National Anthem underway on election night here at the Dome @NewhouseSports https://t.co/V1aEpxYm5F
boezuvsofs,NBCDFW,0.5826,0.0,0.799,0.201,@NBCDFW Election day mammaries ! Thanks for keeping us abreast of the news....what an arresting sight !!
ChiefCRX340,BlastingNews,0.0,0.0,1.0,0.0,RT @BlastingNews: #election 2016 sees more #Facebook unfriending among #DonaldTrump and Hillary Clinton voters https://t.co/LfWSVgqUNR http
ChiefCRX340,us,0.0,0.0,1.0,0.0,RT @BlastingNews: #election 2016 sees more #Facebook unfriending among #DonaldTrump and Hillary Clinton voters https://t.co/LfWSVgqUNR http
tiffanysuckkaa,KathleenLights1,0.4199,0.141,0.573,0.286,RT @KathleenLights1: Hope everyone voted today! This election has traumatized me.... I pray for America.
wmarsburg,SusanCalman,0.3612,0.0,0.848,0.152,RT @SusanCalman: Now for the election. I'm staying up all night.  I have provisions. I'm ready.
ContempraINN,HuffPostPol,0.0,0.0,1.0,0.0,These photos of dogs voting are getting us through Election Day https://t.co/oUrkbuPdtE #Endeavor via @HuffPostPol #ElectionDay #Dogs
ContempraINN,huffingtonpost,0.0,0.0,1.0,0.0,These photos of dogs voting are getting us through Election Day https://t.co/oUrkbuPdtE #Endeavor via @HuffPostPol #ElectionDay #Dogs
Huntgolfride,JamesOKeefeIII,0.7027,0.0,0.779,0.221,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co"
terunugah,,0.0,0.0,1.0,0.0,come watch the election @ my house!
BrooklynnRamos,BernieSanders,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
BrooklynnRamos,twitter,0.4404,0.0,0.847,0.153,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R
CEntertainment3,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CEntertainment3,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CrossroadsSPN,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CrossroadsSPN,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
DConCW,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
DConCW,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CritiqueRevolve,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CritiqueRevolve,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
greeneyes3855,twitter,0.4019,0.0,0.895,0.105,"Though this Election has brought out my PTSD I know I do not stand alone,I WILL NOT BE TAKING RX MEDS to help me th https://t.co/jyK0pgf9Fu"
CazadorProd,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CazadorProd,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
CeeStormborn,barstoolsports,0.5719,0.0,0.856,0.144,"RT @barstoolsports: Before you move to Canada after this election, learn some more about our neighbors to the north. They're happy to have"
ASixGunForLobo,Michael_Flores,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
ASixGunForLobo,rainmandigitalmedia,0.4019,0.0,0.816,0.184,RT @Michael_Flores: The #RainManShow Tainted Election special is live. #electionday #taintedelection https://t.co/SsREbMZQ7Z https://t.co/
dericdunk,mike_pence,0.3818,0.0,0.894,0.106,"RT @mike_pence: The outcome of this historic election rests in your hands. If you stand for a stronger America, cast your vote for #TrumpPe"
poooyak,NPR,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
poooyak,npr,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
gc_wilson,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
novembereve,repjohnlewis,0.0,0.0,1.0,0.0,"RT @repjohnlewis: Do not give up, give in, or give out. You must do what it takes to make your voice heard and cast your ballot in this ele"
PatriotIBRWB,RealDJTrumpTeam,0.2124,0.0,0.934,0.066,"RT @RealDJTrumpTeam: Don't let up, get out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO #FLO"
Okavangomick,WSJ,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
Okavangomick,wsj,0.0,0.0,1.0,0.0,RT @WSJ: Polls close in six states at 7 p.m. EST. Follow along for live updates: https://t.co/reNrPgubQ6  #Election2016 https://t.co/pz4iZ
Mrgee_bande,Telegraph,0.0,0.0,1.0,0.0,RT @Telegraph: Florida polls start closing in less than 10 minutes. It's a crucial state to watch on #ElectionNight https://t.co/CJCBsKKKNE
Mrgee_bande,telegraph,0.0,0.0,1.0,0.0,RT @Telegraph: Florida polls start closing in less than 10 minutes. It's a crucial state to watch on #ElectionNight https://t.co/CJCBsKKKNE
coldplayitcool,memeprovider,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
coldplayitcool,twitter,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
jwbrower,twitter,0.6588,0.0,0.672,0.328,Election pizza is so '90s. The #ElectionChili is great! https://t.co/Fsy4nLs9mX
cmdr_hellstorm,twitter,0.1779,0.173,0.578,0.249,Just in case Hilary wins the election and a war really breaks out with Russia ;) https://t.co/83ktE2OWeM
__gacissej,tbhjuststop,0.6249,0.0,0.661,0.339,RT @tbhjuststop: A great way to start Election Day https://t.co/2G8kT6ZyuE
__gacissej,twitter,0.6249,0.0,0.661,0.339,RT @tbhjuststop: A great way to start Election Day https://t.co/2G8kT6ZyuE
miracles3337,mtredden,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
miracles3337,,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
KaylaNoe1,WORLDSTAR,0.5859,0.0,0.678,0.322,RT @WORLDSTAR: Who will win the 2016 presidential election? 
AngelaTGregory,WAVY_News,0.0,0.0,1.0,0.0,Polls are about to close in Virginia. Watch @WAVY_News for complete election results. #Election2016
steve62269,JaredWyand,0.0,0.0,1.0,0.0,RT @JaredWyand: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar#ElectionD
INFOS_EN,belfasttelegraph,0.25,0.0,0.824,0.176,US election results: Donald Trump and Hillary Clinton await their verdict of voters - Belfast Telegraph https://t.co/ypMwah7jqC
